Academic Item,Title,Version Number,Status,Owning Faculty,Academic Org,Display Name,Teaching Period,Attendance Mode,Location,Quota Number
STAT8178,Modern Computational Statistical Methods,2023.01R,Approved,Faculty of Science and Engineering,School of Mathematical and Physical Sciences,Session 1-ONL-S-DAY,Session 1,Online-scheduled-weekday,,
RUSS1020,I Russian Studies 2,2023.02,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 2-ONL-FLX,Session 2,Online-flexible,,
EDST8204,"Teaching Mathematics, Science and Technology in the Primary School 2",2023.01R,Approved,Faculty of Arts,Macquarie School of Education,Session 2-F2F-INF-North Ryde,Session 2,In person-scheduled-infrequent,North Ryde,
EESC2160,Climate and Oceans,2023.01R,Approved,Faculty of Science and Engineering,School of Natural Sciences,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
MMBA8045,Managerial Economics,2023.04,Approved,Macquarie Business School,Department of Economics ,Term 1-F2F-INT-City,Term 1,In person-scheduled-intensive,City,45
CHIR2104,Chiropractic Sciences 4,2023.02,Approved,"Faculty of Medicine, Health and Human Sciences",Department of Chiropractic,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
EDST8212,English Specialisation,2023.01R,Approved,Faculty of Arts,Macquarie School of Education,Session 2-F2F-INF-North Ryde,Session 2,In person-scheduled-infrequent,North Ryde,
STAT1170,Introductory Statistics,2023.04,Approved,Faculty of Science and Engineering,School of Mathematical and Physical Sciences,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
MKTG2013,Marketing Metrics,2023.03,Approved,Macquarie Business School,Department of Marketing ,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
MMCC3060,Music Projects and Audience Engagement,2023.01R,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
EDST8205,"Teaching Mathematics, Science and Technology in the Primary School 3",2023.01R,Approved,Faculty of Arts,Macquarie School of Education,Session 1-F2F-INF-North Ryde,Session 1,In person-scheduled-infrequent,North Ryde,
HSYP8003,Applied Research Methodologies in Health,2023.02,Approved,"Faculty of Medicine, Health and Human Sciences",Department of Health Sciences,Session 2-ONL-S-DAY,Session 2,Online-scheduled-weekday,,
BUSA8031,Business Analytics Project,2023.03,Approved,Macquarie Business School,Department of Actuarial Studies and Business Analytics ,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
CHIN2210,C Chinese Studies 5,2023.01R,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 1-ONL-FLX,Session 1,Online-flexible,,
EDST3110,"Designing Mathematics, Science and Technology Learning",2023.02,Approved,Faculty of Arts,Macquarie School of Education,Session 1-F2F-INF-North Ryde,Session 1,In person-scheduled-infrequent,North Ryde,
AFCX6016,Finance Principles,2023.01R,Approved,Macquarie Business School,Department of Applied Finance ,Term 3-ONL-FLX,Term 3,Online-flexible,,
COMP2750,Applications Modelling and Development,2023.02,Approved,Faculty of Science and Engineering,School of Computing,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
BIOL3440,Aquatic Ecosystems,2023.01R,Approved,Faculty of Science and Engineering,School of Natural Sciences,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
ESPS2000,Behaviour Change for Health and Exercise,2023.03,Approved,"Faculty of Medicine, Health and Human Sciences",Department of Health Sciences,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
MTRN4066,Advanced Mechatronic Engineering,2023.03,Approved,Faculty of Science and Engineering,School of Engineering,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
BUSA1000,"Introduction to Data, Analytics and People",2023.02,Approved,Macquarie Business School,Department of Actuarial Studies and Business Analytics ,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
JPNS3015,Japanese Contemporary Culture ,2023.02,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 1-ONL-FLX,Session 1,Online-flexible,,
POIR8070,International Relations Practice,2023.02,Approved,Faculty of Arts,Macquarie School of Social Sciences,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
ACST8087,Quantitative Asset and Liability Modelling 1,2023.03,Approved,Macquarie Business School,Department of Actuarial Studies and Business Analytics ,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
ACST3060,Quantitative Methods for Risk Analysis,2023.04,Approved,Macquarie Business School,Department of Actuarial Studies and Business Analytics ,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
STAT2170,Applied Statistics,2023.03,Approved,Faculty of Science and Engineering,School of Mathematical and Physical Sciences,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
BIOL2110,Genetics,2023.02,Approved,Faculty of Science and Engineering,School of Natural Sciences,Session 1-F2F-INF-North Ryde,Session 1,In person-scheduled-infrequent,North Ryde,
COGS7040,"Advanced Principles of Cognitive Science: Memory, Self, and Cognitive Theory",2023.01R,Approved,"Faculty of Medicine, Health and Human Sciences",School of Psychological Sciences,To be determined,To be determined,,,
RUSS2010,I Russian Studies 3,2023.01R,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 1-ONL-FLX,Session 1,Online-flexible,,
ESPS2001,Performance Analysis for Exercise and Sport Science,2023.01,Approved,"Faculty of Medicine, Health and Human Sciences",Department of Health Sciences,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
MMCC2126,Digital Performance Strategies,2023.03,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
GEOP4070,Social Impact Assessment,2023.01R,Approved,Faculty of Arts,Macquarie School of Social Sciences,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
PHYS8911,Physics and Astronomy Advanced Lab,2023.01R,Approved,Faculty of Science and Engineering,School of Mathematical and Physical Sciences,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
MGMT2018,Management Communication,2023.01,Approved,Macquarie Business School,Department of Management ,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
CHEM2601,Synthesis,2023.02,Approved,Faculty of Science and Engineering,School of Natural Sciences,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
ACCG8226,CA - Business Performance,2023.03,Approved,Macquarie Business School,Department of Accounting and Corporate Governance ,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
ENGG4092,Engineering Research Thesis Extension A,2023.02,Approved,Faculty of Science and Engineering,School of Engineering,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
MQBS1100,Business Innovation Challenge,2023.06,Approved,Macquarie Business School,Owned at Faculty level,Session 2-F2F-INF-North Ryde,Session 2,In person-scheduled-infrequent,North Ryde,10
MGRK3010,I Modern Greek Studies 5,2023.01R,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 1-ONL-FLX,Session 1,Online-flexible,,
PSYM7766,Applying Health Psychology to the real world context,2023.02,Approved,"Faculty of Medicine, Health and Human Sciences",School of Psychological Sciences,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
PICX3020,Ethical Practice in Security Studies,2023.02,Approved,Faculty of Arts,Department of Security Studies and Criminology ,Session 2-ONL-FLX,Session 2,Online-flexible,,
CAUD8006,Objective Assessment Strategies,2023.02,Approved,"Faculty of Medicine, Health and Human Sciences",Department of Linguistics ,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
MGMT1020,Entrepreneurship and New Venture Management,2023.01,Approved,Macquarie Business School,Department of Management ,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
MMCC1040,Introduction to Media and Mass Communications,2023.02,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
JPNS1020,I Japanese Studies 2,2023.02,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 2-ONL-FLX,Session 2,Online-flexible,,
COMP6760,Enterprise Systems Integration,2023.01R,Approved,Faculty of Science and Engineering,School of Computing,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
PSYU3332,Principles of Psychological Assessment,2023.02,Approved,"Faculty of Medicine, Health and Human Sciences",School of Psychological Sciences,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
COMP7750,Information Systems Design and Management,2023.02,Approved,Faculty of Science and Engineering,School of Computing,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
MQBS8040,Quantitative Research Methods,2023.02,Approved,Macquarie Business School,Owned at Faculty level,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
LAWS5302,International Law Exchange 2,2023.01R,Approved,Faculty of Arts,Macquarie Law School ,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
ENGX3031,Popular Fiction,2023.01R,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 1-ONL-FLX,Session 1,Online-flexible,,
STAT8123,Statistical Graphics,2023.03,Approved,Faculty of Science and Engineering,School of Mathematical and Physical Sciences,Session 2-ONL-S-DAY,Session 2,Online-scheduled-weekday,,
AFIN8001,Finance Theory,2023.01,Approved,Macquarie Business School,Department of Applied Finance ,Session 1-ONL-S-F2FX-North Ryde,Session 1,Online-scheduled-In person assessment,North Ryde,
MMCC2012,Screen Production: Filmmaking Across Genres,2023.03,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
EDTE4030,Professional Experience in the Primary School 2,2023.02,Approved,Faculty of Arts,Macquarie School of Education,Session 1-F2F-PLACE-North Ryde,Session 1,In person-placement,North Ryde,
PICT2013,Crisis Management and Disaster Relief,2023.01R,Approved,Faculty of Arts,Department of Security Studies and Criminology ,Session 2-ONL-FLX,Session 2,Online-flexible,,
COMP2160,Game Development,2023.02,Approved,Faculty of Science and Engineering,School of Computing,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
MOLS8211,Protein Discovery and Analysis,2023.01R,Approved,Faculty of Science and Engineering,School of Natural Sciences,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
ESPS1001,Human Physiology for Exercise and Sport,2023.03,Approved,"Faculty of Medicine, Health and Human Sciences",Department of Health Sciences,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
COMP7900,Research Frontiers in Computing 1,2023.01R,Approved,Faculty of Science and Engineering,School of Computing,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
SOCX8020,Evaluating Social Policy,2023.03,Approved,Faculty of Arts,Macquarie School of Social Sciences,Session 2-ONL-FLX,Session 2,Online-flexible,,
GEOP2040,Cities of the Global South ,2023.02,Approved,Faculty of Arts,Macquarie School of Social Sciences,Session 2-ONL-FLX,Session 2,Online-flexible,,
COMP7250,Computer Networks,2023.01R,Approved,Faculty of Science and Engineering,School of Computing,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
LAWS5012,Banking and Finance Law ,2023.01R,Approved,Faculty of Arts,Macquarie Law School ,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
JPNS2210,C Japanese Studies 5,2023.01,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 1-ONL-FLX,Session 1,Online-flexible,,
CAUD7012,Research methodology,2023.01R,Approved,"Faculty of Medicine, Health and Human Sciences",Department of Linguistics ,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
HSYP8105,Systems Science in Healthcare,2023.02,Approved,"Faculty of Medicine, Health and Human Sciences",Department of Health Sciences,Session 2-ONL-S-DAY,Session 2,Online-scheduled-weekday,,
POIR2030,Theories of World Politics,2023.01R,Approved,Faculty of Arts,Macquarie School of Social Sciences,Session 1-ONL-FLX,Session 1,Online-flexible,,
PSYO8915,Organisational Change and Development,2023.02,Approved,"Faculty of Medicine, Health and Human Sciences",School of Psychological Sciences,Session 2-F2F-INT-North Ryde,Session 2,In person-scheduled-intensive,North Ryde,
MATH1007,Discrete Mathematics I,2023.03,Approved,Faculty of Science and Engineering,School of Mathematical and Physical Sciences,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
HSYP8102,Determinants of Health,2023.03,Approved,"Faculty of Medicine, Health and Human Sciences",Department of Health Sciences,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
ACCG8086,"Cyber Security, Governance Frameworks and Ethics",2023.01,Approved,Macquarie Business School,Department of Accounting and Corporate Governance ,To be determined,To be determined,,,
MECH4092,Mechanical Engineering Research Thesis A,2023.02,Approved,Faculty of Science and Engineering,School of Engineering,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
MPRO8031,Financial Markets Transactions ,2023.01R,Approved,Macquarie Business School,Department of Applied Finance ,To be determined-Online,To be determined,Fully online/virtual,,
PHIL1032,"Happiness, Goodness and Justice",2023.02,Approved,Faculty of Arts,Department of Philosophy ,Session 2-ONL-FLX,Session 2,Online-flexible,,
PHYS7911,Physics and Astronomy Advanced Lab,2023.04,Approved,Faculty of Science and Engineering,School of Mathematical and Physical Sciences,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
EESC1150,Planet Earth,2023.02,Approved,Faculty of Science and Engineering,School of Natural Sciences,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
ECHE8200,Families in Context,2023.02,Approved,Faculty of Arts,Macquarie School of Education,Session 1-ONL-S-DAY,Session 1,Online-scheduled-weekday,,
